,regionID,province,city,date,infectionCase,Confirmed,accumulated,briefingDate,note,className
522,20.0,경기도,파주시,2020-12-21,병원,13.0,33.0,2020-12-25,계산 이상,의료기관
523,20.0,경기도,파주시,2020-12-21,병원,12.0,45.0,2020-12-26,,의료기관
524,20.0,경기도,파주시,2020-12-21,병원,4.0,49.0,2020-12-27,,의료기관
525,20.0,경기도,파주시,2020-12-21,병원,5.0,54.0,2020-12-28,,의료기관
526,20.0,경기도,파주시,2020-12-21,병원,12.0,66.0,2021-01-01,,의료기관
527,30.0,강원도,동해시,2020-12-17,병원,6.0,7.0,2020-12-20,,의료기관
528,30.0,강원도,동해시,2020-12-17,병원,6.0,13.0,2020-12-21,,의료기관
529,40.0,충청북도,옥천군,2021-01-01,병원,9.0,10.0,2021-01-07,,의료기관
530,40.0,충청북도,옥천군,2021-01-01,병원,15.0,22.0,2021-01-12,계산 이상,의료기관
531,40.0,충청북도,제천시,2020-12-12,병원,7.0,8.0,2020-12-16,,의료기관
532,40.0,충청북도,청주시,2021-01-11,병원,10.0,11.0,2021-01-15,,의료기관
533,50.0,전라북도,남원시,2021-01-07,병원,9.0,10.0,2021-01-12,,의료기관
534,50.0,전라북도,남원시,2021-01-07,병원,6.0,16.0,2021-01-15,,의료기관
535,50.0,전라북도,남원시,2021-01-07,병원,5.0,21.0,2021-01-18,,의료기관
536,61.0,경상남도,밀양시,,병원,3.0,10.0,2020-12-14,,의료기관
537,61.0,경상남도,창원시,2020-12-07,병원,7.0,8.0,2020-12-15,,의료기관
538,10.0,서울,노원구,2020-08-28,브니엘기도원,7.0,8.0,2020-09-02,,종교시설 및 단체
539,10.0,서울,노원구,2020-08-22,빛가온교회,16.0,17.0,2020-08-28,,종교시설 및 단체
540,10.0,서울,노원구,2020-08-22,빛가온교회,3.0,20.0,2020-08-29,,종교시설 및 단체
541,10.0,서울,노원구,,빛가온교회,3.0,45.0,2020-09-07,,종교시설 및 단체
542,10.0,서울,노원구,2020-08-22,빛가온교회,,,,,종교시설 및 단체
543,10.0,서울,노원구,2020-11-10,재가 요양 서비스,9.0,10.0,2020-11-14,,요양병원 및 시설
544,10.0,서울,노원구,2020-11-24,체육시설,9.0,10.0,2020-11-29,,"체육, 여가시설"
545,10.0,서울,노원구,2020-11-24,체육시설,5.0,15.0,2020-12-01,,"체육, 여가시설"
546,10.0,서울,성동구,2020-11-12,체육시설,17.0,18.0,2020-11-17,,"체육, 여가시설"
547,10.0,서울,중랑구,2020-11-16,체육시설,8.0,9.0,2020-11-19,,"체육, 여가시설"
548,10.0,서울,도봉구,2020-09-28,다나병원,2.0,2.0,2020-09-29,,의료기관
549,10.0,서울,도봉구,2020-09-28,다나병원,28.0,30.0,2020-09-30,,의료기관
550,10.0,서울,도봉구,,다나병원,3.0,33.0,2020-10-01,,의료기관
551,10.0,서울,도봉구,,다나병원,13.0,46.0,2020-10-03,,의료기관
552,10.0,서울,도봉구,,다나병원,1.0,47.0,2020-10-06,,의료기관
553,10.0,서울,도봉구,,다나병원,3.0,50.0,2020-10-07,,의료기관
554,10.0,서울,도봉구,,다나병원,1.0,51.0,2020-10-08,,의료기관
555,10.0,서울,도봉구,,다나병원,7.0,58.0,2020-10-10,,의료기관
556,10.0,서울,도봉구,,다나병원,1.0,59.0,2020-10-11,,의료기관
557,10.0,서울,도봉구,,다나병원,5.0,64.0,2020-10-13,,의료기관
558,10.0,서울,도봉구,,다나병원,1.0,65.0,2020-10-15,,의료기관
559,10.0,서울,도봉구,,다나병원,2.0,67.0,2020-10-19,,의료기관
560,10.0,서울,도봉구,,다나병원,1.0,68.0,2020-10-21,,의료기관
561,10.0,서울,도봉구,2020-09-08,도봉구 소재 건설 현장,6.0,7.0,2020-09-11,,건설업
562,10.0,서울,도봉구,2020-08-27,도봉구 운동시설,7.0,8.0,2020-09-02,,"체육, 여가시설"
563,10.0,서울,도봉구,2020-06-11,성심데이케어센터,13.0,14.0,2020-06-12,6월 11일 지표환자 1명 추가,요양병원 및 시설
564,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,16.0,2020-06-13,,요양병원 및 시설
565,10.0,서울,도봉구,2020-06-11,성심데이케어센터,1.0,17.0,2020-06-14,,요양병원 및 시설
566,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,19.0,2020-06-15,,요양병원 및 시설
567,10.0,서울,도봉구,2020-06-11,성심데이케어센터,3.0,22.0,2020-06-16,,요양병원 및 시설
568,10.0,서울,도봉구,2020-06-11,성심데이케어센터,12.0,34.0,2020-06-17,,요양병원 및 시설
569,10.0,서울,도봉구,2020-06-11,성심데이케어센터,3.0,38.0,2020-06-18,확진자 1명 누락,요양병원 및 시설
570,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,40.0,2020-06-19,,요양병원 및 시설
571,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,42.0,2020-06-20,,요양병원 및 시설
572,10.0,서울,도봉구,2020-06-11,성심데이케어센터,1.0,43.0,2020-06-21,,요양병원 및 시설
573,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,45.0,2020-06-23,,요양병원 및 시설
574,10.0,서울,도봉구,2020-06-11,성심데이케어센터,2.0,47.0,2020-06-24,,요양병원 및 시설
575,10.0,서울,도봉구,2020-09-22,예마루데이케어센터,17.0,18.0,2020-09-25,,요양병원 및 시설
576,10.0,서울,도봉구,2020-09-22,예마루데이케어센터,1.0,19.0,2020-09-26,,요양병원 및 시설
577,10.0,서울,도봉구,2020-09-22,예마루데이케어센터,5.0,24.0,2020-09-27,,요양병원 및 시설
578,10.0,서울,도봉구,2020-09-22,예마루데이케어센터,3.0,27.0,2020-09-28,,요양병원 및 시설
579,10.0,서울,도봉구,2020-09-22,예마루데이케어센터,3.0,30.0,2020-09-30,,요양병원 및 시설
580,10.0,서울,도봉구,,예마루데이케어센터,2.0,32.0,2020-10-01,,요양병원 및 시설
581,10.0,서울,도봉구,2020-11-14,의류업작업장,14.0,15.0,2020-11-18,,제조업
582,10.0,서울,도봉구,2020-11-15,청련사,23.0,24.0,2020-11-19,,종교시설 및 단체
583,10.0,서울,도봉구,2020-11-15,청련사,5.0,29.0,2020-11-21,,종교시설 및 단체
584,10.0,서울,동대문구,2020-12-27,노인복지시설,31.0,32.0,2020-12-31,,복지시설 및 단체
585,10.0,서울,동대문구,2020-12-27,노인복지시설,4.0,36.0,2021-01-02,,복지시설 및 단체
586,10.0,서울,동대문구,2020-12-27,노인복지시설,4.0,40.0,2021-01-06,,복지시설 및 단체
587,10.0,서울,동대문구,2020-12-27,노인복지시설,2.0,42.0,2021-01-07,,복지시설 및 단체
588,20.0,경기도,광명시,2020-06-07,노인복지시설,6.0,7.0,2020-06-09,,복지시설 및 단체
589,10.0,서울,동대문구,2020-10-30,노인요양시설,8.0,8.0,2020-10-31,,요양병원 및 시설
590,10.0,서울,동대문구,2020-10-30,노인요양시설,2.0,10.0,2020-11-01,,요양병원 및 시설
591,10.0,서울,동대문구,2020-08-12,동대문 통일상가,2.0,4.0,2020-08-14,,직장
592,10.0,서울,동대문구,2020-09-13,동대문구 성경모임,12.0,13.0,2020-09-24,,종교시설 및 단체
593,10.0,서울,동대문구,2020-09-13,동대문구 성경모임,5.0,18.0,2020-09-25,강서구 발산대우주어린이집이 동대문구 성경모임을 통해 감염된 것으로 추정되어 집단사레명칭 변경,종교시설 및 단체
594,10.0,서울,동대문구,2020-09-13,동대문구 성경모임,1.0,19.0,2020-09-26,,종교시설 및 단체
595,10.0,서울,동대문구,2020-09-13,동대문구 성경모임,3.0,22.0,2020-09-27,,종교시설 및 단체
596,10.0,서울,동대문구,2020-03-10,동안교회/PC방,4.0,4.0,2020-03-10,,
597,10.0,서울,동대문구,2020-03-10,동안교회/PC방,20.0,24.0,2020-03-15,,
598,10.0,서울,동대문구,,에이스희망케어센터,3.0,13.0,2020-11-02,,요양병원 및 시설
599,10.0,서울,동대문구,,에이스희망케어센터,1.0,14.0,2020-11-03,,요양병원 및 시설
600,10.0,서울,동대문구,,에이스희망케어센터,7.0,21.0,2020-11-04,,요양병원 및 시설
601,10.0,서울,동대문구,,에이스희망케어센터,2.0,23.0,2020-11-05,,요양병원 및 시설
602,10.0,서울,동대문구,,에이스희망케어센터,2.0,25.0,2020-11-06,,요양병원 및 시설
603,10.0,서울,동대문구,,에이스희망케어센터,3.0,28.0,2020-11-07,,요양병원 및 시설
604,10.0,서울,동대문구,,에이스희망케어센터,8.0,36.0,2020-11-08,,요양병원 및 시설
605,10.0,서울,동대문구,,에이스희망케어센터,2.0,38.0,2020-11-10,,요양병원 및 시설
606,10.0,서울,동대문구,,에이스희망케어센터,3.0,41.0,2020-11-12,,요양병원 및 시설
607,10.0,서울,동대문구,,에이스희망케어센터,12.0,53.0,2020-11-13,,요양병원 및 시설
608,10.0,서울,동대문구,,에이스희망케어센터,6.0,59.0,2020-11-14,,요양병원 및 시설
609,10.0,서울,동대문구,,에이스희망케어센터,6.0,65.0,2020-11-15,,요양병원 및 시설
610,10.0,서울,동대문구,,에이스희망케어센터,6.0,71.0,2020-11-18,,요양병원 및 시설
611,10.0,서울,동대문구,2021-01-04,역사,11.0,12.0,2021-01-15,,공공장소
612,10.0,서울,동대문구,2020-11-26,탁구장,10.0,11.0,2020-11-29,,"체육, 여가시설"
613,10.0,서울,송파구,2020-12-01,탁구장,21.0,22.0,2020-12-05,,"체육, 여가시설"
614,10.0,서울,동대문구,2020-08-28,SK탁구클럽,7.0,8.0,2020-09-02,,"체육, 여가시설"
615,10.0,서울,동대문구/마포구,2020-11-18,동대문구 고등학교/마포구 소재 교회,8.0,9.0,2020-11-20,,교육시설 및 단체
616,10.0,서울,동대문구/마포구,2020-11-18,동대문구 고등학교/마포구 소재 교회,25.0,34.0,2020-11-22,,교육시설 및 단체
617,10.0,서울,동대문구/마포구,2020-11-18,동대문구 고등학교/마포구 소재 교회,42.0,76.0,2020-11-23,,교육시설 및 단체
618,10.0,서울,동대문구/마포구,2020-11-18,동대문구 고등학교/마포구 소재 교회,23.0,99.0,2020-11-24,,교육시설 및 단체
619,10.0,서울,동대문구/마포구,2020-11-18,동대문구 고등학교/마포구 소재 교회,15.0,114.0,2020-11-25,,교육시설 및 단체
620,10.0,서울,동작구,2020-11-18,교회 기도처,12.0,13.0,2020-11-23,,종교시설 및 단체
621,10.0,서울,서대문구,2021-01-16,교회 기도처,1.0,17.0,2021-01-19,,종교시설 및 단체
622,10.0,서울,동작구,2020-08-26,동작구 진흥글로벌,9.0,10.0,2020-09-02,,직장
623,10.0,서울,동작구,2020-08-26,동작구 진흥글로벌,24.0,34.0,2020-09-03,,직장
624,10.0,서울,동작구,2020-08-26,동작구 진흥글로벌,2.0,36.0,2020-09-04,,직장
625,10.0,서울,동작구,2020-08-26,동작구 진흥글로벌,3.0,39.0,2020-09-05,,직장
626,10.0,서울,동작구,2020-08-26,동작구 진흥글로벌,2.0,41.0,2020-09-06,,직장
627,10.0,서울,동작구,2020-08-26,서울신학교회,21.0,22.0,2020-08-30,,종교시설 및 단체
628,10.0,서울,동작구,2020-08-26,서울신학교회,9.0,31.0,2020-08-31,,종교시설 및 단체
629,10.0,서울,동작구,2020-11-06,카페,,9.0,2020-11-12,,일반음식점 및 카페
630,10.0,서울,동작구,2020-11-06,카페,7.0,16.0,2020-11-14,,일반음식점 및 카페
631,10.0,서울,동작구,2020-11-06,카페,5.0,21.0,2020-11-16,,일반음식점 및 카페
632,10.0,서울,마포구,,마포구 소재 교회,13.0,119.0,2020-11-26,,종교시설 및 단체
633,10.0,서울,마포구,,마포구 소재 교회,5.0,124.0,2020-11-27,,종교시설 및 단체
634,10.0,서울,마포구,,마포구 소재 교회,11.0,135.0,2020-11-28,,종교시설 및 단체
635,10.0,서울,마포구,,마포구 소재 교회,11.0,146.0,2020-11-29,,종교시설 및 단체
636,10.0,서울,마포구,2020-08-27,마포구 소재 군(軍) 관련 사무실,8.0,9.0,2020-08-31,,직장
637,10.0,서울,마포구,2020-08-16,마포구푸본현대생명콜센터,6.0,7.0,2020-08-20,,콜센터
638,10.0,서울,마포구,2020-08-16,마포구푸본현대생명콜센터,3.0,10.0,2020-08-21,,콜센터
639,10.0,서울,마포구,2020-12-05,보험회사,15.0,16.0,2020-12-23,,직장
640,14.0,인천,부평구,2020-12-17,보험회사,15.0,16.0,2020-12-23,,직장
641,20.0,경기도,광명시,2021-01-06,보험회사,13.0,14.0,2021-01-21,,직장
642,20.0,경기도,이천시,2020-11-30,보험회사,12.0,13.0,2020-12-14,,직장
643,10.0,서울,마포구,2020-09-30,서울디자인고등학교,6.0,7.0,2020-10-04,,교육시설 및 단체
644,10.0,서울,마포구,2020-11-17,유학생모임,7.0,8.0,2020-11-21,,"가족, 지인 및 소모임"
645,10.0,서울,마포구,2020-11-26,홈쇼핑 업체,17.0,18.0,2020-12-02,,직장
646,10.0,서울,마포구,2020-05-14,홍대 모임,4.0,4.0,2020-05-14,,"가족, 지인 및 소모임"
647,10.0,서울,마포구,2020-05-14,홍대 모임,1.0,5.0,2020-05-15,2020-05-14 데이터로 누적값 유추,"가족, 지인 및 소모임"
648,10.0,서울,서대문구,2020-11-16,대학교,11.0,12.0,2020-11-19,,교육시설 및 단체
649,10.0,서울,서대문구,2020-11-16,대학교,7.0,19.0,2020-11-20,,교육시설 및 단체
650,10.0,서울,서대문구,2020-11-16,대학교,5.0,24.0,2020-11-22,,교육시설 및 단체
651,41.0,충청남도,보령시,2020-12-14,대학교,20.0,21.0,2020-12-16,,교육시설 및 단체
652,10.0,서울,서대문구,2020-10-08,서대문구 장례식장,10.0,11.0,2020-10-12,,장례식장
653,10.0,서울,서대문구,2020-10-08,서대문구 장례식장,4.0,15.0,2020-10-15,,장례식장
654,10.0,서울,서대문구,2020-09-09,세브란스병원,9.0,10.0,2020-09-10,,의료기관
655,10.0,서울,서대문구,2020-09-09,세브란스병원,9.0,19.0,2020-09-11,,의료기관
656,10.0,서울,서대문구,2020-09-09,세브란스병원,4.0,23.0,2020-09-12,,의료기관
657,10.0,서울,서대문구,2020-09-09,세브란스병원,6.0,29.0,2020-09-13,,의료기관
658,10.0,서울,서대문구,2020-09-09,세브란스병원,3.0,32.0,2020-09-14,,의료기관
659,10.0,서울,서대문구,2020-09-09,세브란스병원,14.0,46.0,2020-09-17,,의료기관
660,10.0,서울,서대문구,2020-09-09,세브란스병원,2.0,48.0,2020-09-19,,의료기관
661,10.0,서울,서대문구,2020-09-09,세브란스병원,2.0,50.0,2020-09-22,,의료기관
662,10.0,서울,서대문구,2020-09-09,세브란스병원,8.0,58.0,2020-09-24,,의료기관
663,10.0,서울,서대문구,2020-05-30,연아나 뉴스클래스,3.0,4.0,2020-05-31,,교육시설 및 단체
664,10.0,서울,서대문구,2020-05-30,연아나 뉴스클래스,1.0,5.0,2020-06-14,,교육시설 및 단체
665,10.0,서울,서대문구,2020-11-15,요양원,14.0,15.0,2020-11-19,,요양병원 및 시설
666,13.0,광주,북구,2020-12-20,요양원,16.0,17.0,2020-12-22,,요양병원 및 시설
667,13.0,광주,북구,2020-12-20,요양원,7.0,24.0,2020-12-23,,요양병원 및 시설
668,13.0,광주,북구,2020-12-20,요양원,5.0,29.0,2020-12-24,,요양병원 및 시설
669,13.0,광주,북구,2020-12-20,요양원,22.0,51.0,2020-12-27,,요양병원 및 시설
670,13.0,광주,북구,2020-12-20,요양원,8.0,59.0,2020-12-29,,요양병원 및 시설
671,13.0,광주,북구,2020-12-20,요양원,7.0,66.0,2021-01-01,,요양병원 및 시설
672,14.0,인천,부평구,2020-12-04,요양원,19.0,20.0,2020-12-05,,요양병원 및 시설
673,14.0,인천,부평구,2020-12-04,요양원,7.0,27.0,2020-12-09,,요양병원 및 시설
674,14.0,인천,서구,2020-12-19,요양원,23.0,24.0,2020-12-21,,요양병원 및 시설
675,20.0,경기도,고양시,2020-12-03,요양원,26.0,27.0,2020-12-06,,요양병원 및 시설
676,20.0,경기도,고양시,2020-12-03,요양원,4.0,31.0,2020-12-07,,요양병원 및 시설
677,20.0,경기도,고양시,2020-12-03,요양원,8.0,39.0,2020-12-09,,요양병원 및 시설
678,20.0,경기도,수원시,2020-12-08,요양원,20.0,21.0,2020-12-10,,요양병원 및 시설
679,20.0,경기도,수원시,2020-12-08,요양원,7.0,28.0,2020-12-11,"수원시 요양원, 이후 종로구 음식점 감염으로 결합.",요양병원 및 시설
680,20.0,경기도,수원시,2021-01-15,요양원,22.0,23.0,2021-01-17,,요양병원 및 시설
681,20.0,경기도,시흥시,2020-12-12,요양원,17.0,18.0,2020-12-14,,요양병원 및 시설
682,20.0,경기도,시흥시,2020-12-12,요양원,10.0,28.0,2020-12-21,,요양병원 및 시설
683,20.0,경기도,용인시,2020-12-28,요양원,9.0,10.0,2021-01-02,,요양병원 및 시설
684,20.0,경기도,용인시,2020-12-28,요양원,10.0,20.0,2021-01-16,,요양병원 및 시설
685,20.0,경기도,파주시,2020-12-19,요양원,10.0,11.0,2020-12-24,,요양병원 및 시설
686,20.0,경기도,파주시,2020-12-19,요양원,13.0,24.0,2020-12-25,,요양병원 및 시설
687,40.0,충청북도,제천시,2020-12-03,요양원,12.0,13.0,2020-12-10,,요양병원 및 시설
688,50.0,전라북도,김제시,2020-12-14,요양원,70.0,71.0,2020-12-16,,요양병원 및 시설
689,10.0,서울,서대문구,2021-01-04,의료기관/교회,12.0,13.0,2021-01-21,,의료기관
690,10.0,서울,서초구,,가족,1.0,6.0,2020-06-04,가족 근무 종로구 소재 AXA 손해 보험 콜센터 직원 확진,"가족, 지인 및 소모임"
691,10.0,서울,서초구,,가족,1.0,7.0,2020-06-05,,"가족, 지인 및 소모임"
692,14.0,인천,미추홀구,2020-06-09,가족,5.0,5.0,2020-06-09,,"가족, 지인 및 소모임"
693,51.0,전라남도,상주시,2021-01-08,가족,10.0,11.0,2021-01-21,,"가족, 지인 및 소모임"
694,10.0,서울,서초구,2020-11-26,건설회사,12.0,13.0,2020-11-29,,직장
695,10.0,서울,서초구,2020-12-10,대학병원,8.0,9.0,2020-12-12,,의료기관
696,20.0,경기도,부천시,2020-11-28,대학병원,13.0,14.0,2020-12-03,,의료기관
697,20.0,경기도,부천시,2020-11-28,대학병원,7.0,21.0,2020-12-04,,의료기관
698,20.0,경기도,부천시,2020-11-28,대학병원,4.0,25.0,2020-12-05,,의료기관
699,20.0,경기도,부천시,2020-11-28,대학병원,5.0,30.0,2020-12-06,,의료기관
700,20.0,경기도,부천시,2020-11-28,대학병원,10.0,40.0,2020-12-11,,의료기관
701,20.0,경기도,안양시,2021-01-09,대학병원,9.0,10.0,2021-01-11,,의료기관
702,20.0,경기도,안양시,2021-01-09,대학병원,5.0,15.0,2021-01-13,,의료기관
703,20.0,경기도,안양시,2021-01-09,대학병원,5.0,20.0,2021-01-14,,의료기관
704,20.0,경기도,안양시,2021-01-09,대학병원,5.0,25.0,2021-01-18,,의료기관
705,50.0,전라북도,익산시,2020-11-18,대학병원,10.0,11.0,2020-11-20,,의료기관
706,50.0,전라북도,익산시,2020-11-18,대학병원,3.0,14.0,2020-11-21,,의료기관
707,50.0,전라북도,익산시,2020-11-18,대학병원,12.0,26.0,2020-11-22,,의료기관
708,50.0,전라북도,익산시,2020-11-18,대학병원,7.0,33.0,2020-11-23,,의료기관
709,50.0,전라북도,익산시,2020-11-18,대학병원,6.0,39.0,2020-11-25,,의료기관
710,50.0,전라북도,익산시,2020-11-18,대학병원,7.0,46.0,2020-11-28,,의료기관
711,10.0,서울,서초구,2020-11-18,사우나2,22.0,23.0,2020-11-24,,목욕장업
712,10.0,서울,서초구,2020-11-18,사우나2,16.0,39.0,2020-11-25,,목욕장업
713,10.0,서울,서초구,2020-11-18,사우나2,9.0,48.0,2020-11-26,,목욕장업
714,10.0,서울,서초구,2020-11-18,사우나2,10.0,58.0,2020-11-27,,목욕장업
715,10.0,서울,서초구,2020-11-18,사우나2,5.0,63.0,2020-11-28,,목욕장업
716,10.0,서울,서초구,2020-11-18,사우나2,3.0,66.0,2020-11-29,,목욕장업
717,10.0,서울,서초구,2020-11-03,서초구 빌딩,,13.0,2020-11-08,,직장
718,10.0,서울,서초구,2020-11-03,서초구 빌딩,3.0,16.0,2020-11-09,,직장
719,10.0,서울,서초구,2020-04-06,서초구 소재 주점(리퀴드소울),4.0,4.0,2020-04-09,,유흥시설
720,10.0,서울,서초구,2020-04-06,서초구 소재 주점(리퀴드소울),1.0,5.0,2020-04-10,,유흥시설
721,10.0,서울,서초구,2020-08-29,장애인 교육시설,7.0,8.0,2020-09-03,,
722,10.0,서울,성동구,2021-01-09,거주시설/요양병원,12.0,13.0,2021-01-12,,거주지
723,10.0,서울,성동구,2021-01-09,거주시설/요양병원,5.0,18.0,2021-01-14,,거주지
724,10.0,서울,성동구,2021-01-09,거주시설/요양병원,6.0,24.0,2021-01-17,,거주지
725,10.0,서울,성동구,2021-01-09,거주시설/요양병원,2.0,26.0,2021-01-18,,거주지
726,10.0,서울,성동구,2021-01-09,거주시설/요양병원,4.0,30.0,2021-01-20,,거주지
727,10.0,서울,성동구,2020-07-18,서울 성수고등학교,1.0,2.0,2020-07-19,7월 18일 지표환자 1명 추가,교육시설 및 단체
728,10.0,서울,성동구,2020-08-05,성동구 가족 모임,3.0,4.0,2020-08-08,,"가족, 지인 및 소모임"
729,10.0,서울,성동구,2020-03-04,성동구 아파트,12.0,12.0,2020-03-04,,거주지
730,10.0,서울,성동구,2020-03-04,성동구 아파트,1.0,13.0,2020-03-05,,거주지
731,10.0,서울,성동구,2020-11-28,이비인후과,17.0,18.0,2020-12-07,,의료기관
732,10.0,서울,성북구,2020-08-19,극단 '산',16.0,17.0,2020-08-21,,직장
733,10.0,서울,성북구,2020-08-19,극단 '산',9.0,26.0,2020-08-22,,직장
734,10.0,서울,성북구,2020-08-19,극단 '산',5.0,31.0,2020-08-23,,직장
735,10.0,서울,성북구,2020-12-01,대학교 밴드동아리,17.0,18.0,2020-12-03,,"가족, 지인 및 소모임"
736,10.0,서울,성북구,2020-12-01,대학교 밴드동아리,17.0,35.0,2020-12-04,,"가족, 지인 및 소모임"
737,10.0,서울,성북구,2020-12-01,대학교 밴드동아리,2.0,37.0,2020-12-05,,"가족, 지인 및 소모임"
738,10.0,서울,성북구,2020-12-01,뮤지컬 연습장,16.0,17.0,2020-12-05,,체육 및 여가시설
739,10.0,서울,성북구,2020-12-01,뮤지컬 연습장,9.0,26.0,2020-12-06,,체육 및 여가시설
740,10.0,서울,성북구,2020-12-01,뮤지컬 연습장,7.0,33.0,2020-12-09,,체육 및 여가시설
741,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,4.0,5.0,2020-08-13,,종교시설 및 단체
742,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,14.0,19.0,2020-08-14,,종교시설 및 단체
743,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,40.0,59.0,2020-08-15,,종교시설 및 단체
744,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,190.0,249.0,2020-08-16,,종교시설 및 단체
745,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,70.0,319.0,2020-08-17,,종교시설 및 단체
746,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,138.0,457.0,2020-08-18,"안디옥 교회(15명), 롯데홈쇼핑 미디어서울센터(7명), 농협카드 콜센터(4명), K국민저축은행 콜센터(2명), 새마음요양병원(1명), 암사동 어르신 방문요양센터 (1명) 등 다양한 장소로 2차 전파",종교시설 및 단체
747,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,166.0,623.0,2020-08-19,,종교시설 및 단체
748,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,53.0,676.0,2020-08-20,,종교시설 및 단체
749,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,56.0,732.0,2020-08-21,,종교시설 및 단체
750,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,64.0,796.0,2020-08-22,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소,종교시설 및 단체
751,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,45.0,841.0,2020-08-23,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소,종교시설 및 단체
752,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,34.0,875.0,2020-08-24,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소,종교시설 및 단체
753,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,40.0,915.0,2020-08-25,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 22개소,종교시설 및 단체
754,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,18.0,933.0,2020-08-26,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 23개소,종교시설 및 단체
755,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,26.0,959.0,2020-08-27,,종교시설 및 단체
756,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,19.0,978.0,2020-08-28,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소,종교시설 및 단체
757,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,40.0,1018.0,2020-08-29,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소,종교시설 및 단체
758,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,17.0,1035.0,2020-08-30,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소,종교시설 및 단체
759,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,21.0,1056.0,2020-08-31,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소,종교시설 및 단체
760,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,27.0,1083.0,2020-09-01,사랑제일교회 관련 추가 전파 발생 장소는 26개소,종교시설 및 단체
761,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,34.0,1117.0,2020-09-02,사랑제일교회 관련 추가 전파 발생 장소는 27개소,종교시설 및 단체
762,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,22.0,1139.0,2020-09-03,사랑제일교회 관련 추가 전파 발생 장소는 27개소,종교시설 및 단체
763,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,13.0,1152.0,2020-09-04,,종교시설 및 단체
764,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,4.0,1156.0,2020-09-05,,종교시설 및 단체
765,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,6.0,1162.0,2020-09-06,,종교시설 및 단체
766,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,1.0,1163.0,2020-09-07,,종교시설 및 단체
767,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,4.0,1167.0,2020-09-08,,종교시설 및 단체
768,10.0,서울,성북구,2020-08-12,성북구 사랑제일교회,1.0,,,,종교시설 및 단체
769,10.0,서울,성북구,2020-08-18,성북구 체대입시 학원,17.0,18.0,2020-08-20,,교육시설 및 단체
770,10.0,서울,성북구,2020-08-18,성북구 체대입시 학원,10.0,28.0,2020-08-21,,교육시설 및 단체
771,10.0,서울,성북구,2020-08-18,성북구 체대입시 학원,1.0,29.0,2020-08-22,,교육시설 및 단체
772,10.0,서울,성북구,2020-08-30,케어윌요양원,6.0,7.0,2020-09-02,,요양병원 및 시설
773,10.0,서울,송파구,2020-11-28,교정시설,22.0,23.0,2020-12-15,,교정시설
774,10.0,서울,송파구,2020-11-28,교정시설,4.0,27.0,2020-12-17,,교정시설
775,10.0,서울,송파구,2020-11-28,교정시설,188.0,215.0,2020-12-20,,교정시설
776,10.0,서울,송파구,2020-11-28,교정시설,2.0,217.0,2020-12-21,,교정시설
777,10.0,서울,송파구,2020-11-28,교정시설,297.0,514.0,2020-12-25,,교정시설
