시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
장안종합사회복지관,서울특별시,동대문구,11230,서울특별시 동대문구 한천로18길 48,서울특별시 동대문구장안동 395-2,37.56795185,127.0661722,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+05/소형,01/1+02/3+04/21,01/550+02/550+04/551,01/450+02/450+04/450,01/900+02/450+04/300,2017-12-31,1899-4711,장안종합사회복지관,02-2290-6417,2020-01-17,3050000,서울특별시 동대문구
정보화도서관,서울특별시,동대문구,11230,서울특별시 중구 세종대로 110,서울특별시 동대문구 청량리동 206-19,37.5663176911,126.9778283816,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+06/소형,01/1+02/3+04/21,01/550+02/550+04/552,01/450+02/450+04/450,01/900+02/450+04/300,2017-12-31,1899-4711,정보화도서관,02-2127-5000,2020-01-17,3050000,서울특별시 동대문구
답십리도서관,서울특별시,동대문구,11230,서울특별시 동대문구 서울시립대로4길 75,서울특별시 동대문구답십리동 474-5,37.57319264,127.0503605,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",02/중형+04/소형,02/1+04/15,02/550+04/553,01/450+02/450+04/450,02/450+04/300,2017-12-31,1899-4711,답십리도서관,02-920-4500,2020-01-17,3050000,서울특별시 동대문구
회기동공영주차장,서울특별시,동대문구,11230,서울특별시 동대문구 경희대로4길 64,서울특별시 동대문구회기동 54-16,37.59130744,127.0556491,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",02/중형+05/소형,02/5+04/11+,02/550+04/554,01/450+02/450+04/450,02/450+04/300,2017-12-31,1899-4711,회기동공영주차장,02-2247-9664,2020-01-17,3050000,서울특별시 동대문구
동대문종합사회복지관,서울특별시,동대문구,11230,서울특별시 동대문구 약령시로5길 22,서울특별시 동대문구제기동 220,37.58402117,127.0341959,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",02/중형+06/소형,02/5+04/12+,02/550+04/555,01/450+02/450+04/450,02/450+04/300,2017-12-31,1899-4711,동대문종합사회복지관,02-982-1959,2020-01-17,3050000,서울특별시 동대문구
동대문구청 종합민원실,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로 145,서울특별시 동대문구용두동 39-9,37.57439316,127.0398969,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",02/중형+07/소형,02/5+04/13+,02/550+04/556,01/450+02/450+04/450,02/450+04/300,2018-12-31,1899-4711,동대문구청,02-960-1959,2020-01-17,3050000,서울특별시 동대문구
안심택배함,대구광역시,북구,27230,대구광역시 북구 경대로5길 4,대구광역시 북구 산격동 489-21,35.88474855,128.6131925,00:00,23:59,00:00,23:59,00:00,23:59,48,48,1000,2,"1. 물품주민 및 수령장소 지정(무인택배함), 2. 물품보관(택배기사 인증 및 수취인 핸드폰 입력), 3. 택배도착 문자발송(콜센터 운영), 4. 물품수령(고객인증)",총20개,11,600,550,2890,2019-08-01,1600-5136,대구 북구청,053-665-4314,2020-03-23,3450000,대구광역시 북구
나사렛교회,서울특별시,동대문구,11230,서울특별시 동대문구 전농로27길 42,서울특별시 동대문구전농동 209-28,37.58052557,127.0530055,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+04/소형,01/1+02/5+04/7,02/550+04/557,01/450+02/450+04/450,02/450+04/300,2018-12-31,1899-4711,나사렛교회,02-2242-7564,2020-01-17,3050000,서울특별시 동대문구
장안2동 공영주차장,서울특별시,동대문구,11230,서울특별시 동대문구 답십리로65길 124-5,서울특별시 동대문구장안동 286-9,37.57826388,127.070601,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+05/소형,01/1+02/7+04/11,02/550+04/558,01/450+02/450+04/450,02/450+04/300,2018-12-31,1899-4711,장안2동 공영주차장,02-3295-1478,2020-01-17,3050000,서울특별시 동대문구
휘경동공영주차장,서울특별시,동대문구,11230,서울특별시 동대문구 망우로12길 33,서울특별시 동대문구휘경동 308-32,37.58804825,127.0581285,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+06/소형,01/1+02/5+04/7,02/550+04/559,01/450+02/450+04/450,02/450+04/300,2019-12-31,1899-4711,동대문시설관리공단,02-2247-9659,2020-01-17,3050000,서울특별시 동대문구
신한은행_외대역점,서울특별시,동대문구,11230,서울특별시 동대문구 휘경로 13,서울특별시 동대문구이문동 305-2,37.59600403,127.0616405,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호,인증번호를 확인하여, 해당 보관함에서 본인휴대폰 번호와 전송받은 인증번호를 입력한 뒤, 보관함을 열어 물품 수령",01/대형+02/중형+07/소형,01/1+02/1+04/5,01/550+02/550+04/560,01/450+02/450+04/450,01/900+02/450+04/300,2019-12-31,1899-4711,신한은행,1599-8000,2020-01-17,3050000,서울특별시 동대문구
논현1동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 학동로20길 25,,37.5115031,127.0285080,00:00,00:00,00:00,00:00,00:00,00:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2015-07-23,1899-4711,논현1동 주민센터,02-3423-7420,2020-04-14,3220000,서울특별시 강남구
대치2동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 영동대로 65길 24,,37.5023060,127.0641570,00:00,00:00,00:00,00:00,00:00,00:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2017-06-01,1899-4711,대치2동 주민센터,02-3423-8420,2020-04-14,3220000,서울특별시 강남구
계명대학교 정문 맞은편,대구광역시,달서구,27290,대구광역시 달서구 호산동로 188(노상),,35.85206004,128.4859446,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
계명대역 5번 출구,대구광역시,달서구,27290,대구광역시 달서구 달구벌대로 1147(노상),,35.85179003,128.4928954,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
돌산공원,대구광역시,달서구,27290,대구광역시 달서구 서당로 9길 40-28 (노상),,35.85741289,128.4935056,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
계명문화대 맞은편,대구광역시,달서구,27290,대구광역시 달서구 달서대로 664(노상),,35.85874973,128.4923838,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
하나로클럽달성점,대구광역시,달성군,27710,대구광역시 달성군 화원읍 성천로9,,35.79929061,128.4871518,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달성군 안전방재과,053-668-2894,2020-05-25,6270000,대구광역시
유가면사무소,대구광역시,달성군,27710,대구광역시 달성군 유가읍 테크노상업로 95,,35.6938763,128.4598183,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달성군 안전방재과,053-668-2894,2020-05-25,6270000,대구광역시
가창면사무소,대구광역시,달성군,27710,대구광역시 달성군 가창면 가창로 1100,,35.80270839,128.6228326,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달성군 안전방재과,053-668-2894,2020-05-25,6270000,대구광역시
가로공원공영주차장1번출구,서울특별시,강서구,11500,서울 강서구 가로공원로 189,,37.537507,126.839787,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/50,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
화곡 6-1 공영주차장,서울특별시,강서구,11500,서울 강서구 우장산로 114,,37.552986,126.848675,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/51,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
화곡 3-1 공영주차장,서울특별시,강서구,11500,서울 강서구 화곡로15길 40,,37.541722,126.834694,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/52,02/50+03/30+04/20,2020-02-18,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
화곡 1-1 공영주차장,서울특별시,강서구,11500,서울 강서구 곰달래로15길 28,,37.531382,126.839864,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/53,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
내발산동 문화센터,서울특별시,강서구,11500,서울 강서구 강서로52길 89,,37.557488,126.843291,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/54,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
곰달래복지문화센터,서울특별시,강서구,11500,서울 강서구 강서로5길 50,,37.528877,126.848771,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/4+03/3+04/17,02/60+03/60+04/60,02/50+03/50+04/55,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
화곡4동 주민센터,서울특별시,강서구,11500,서울 강서구 곰달래로57가길 26,,37.534579,126.860647,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/4+03/3+04/17,02/60+03/60+04/60,02/50+03/50+04/56,02/50+03/30+04/20,2020-02-18,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
볏골공원공원주차장,서울특별시,강서구,11500,서울 강서구 까치산로4길 22,,37.541409,126.844376,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/4+03/3+04/17,02/60+03/60+04/60,02/50+03/50+04/57,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
공항동 주민센터,서울특별시,강서구,11500,서울 강서구 송정로 45,,37.558557,126.810104,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/4+03/3+04/17,02/60+03/60+04/60,02/50+03/50+04/58,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
발산1동주민센터,서울특별시,강서구,11500,서울 강서구 강서로47길 54,,37.553073,126.833212,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02+중형/03+소형/04,02/3+03/2+04/12,02/60+03/60+04/60,02/50+03/50+04/59,02/50+03/30+04/20,2020-02-17,02-1666-0339,㈜스마트큐브,02-1666-0339,2020-05-19,3150000,서울특별시 강서구
상동주민센터,대구광역시,수성구,27290,대구광역시 수성구 들안로9길 56,,35.8321593,128.6154835,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
지산1동주민센터,대구광역시,수성구,27290,대구광역시 수성구 지범로21길 16,,35.82491506,128.6370564,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
지산2동주민센터,대구광역시,수성구,27290,대구광역시 수성구 용학로33길 9,,35.823137,128.6280502,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
고산2동 행정복지센터,대구광역시,수성구,27290,대구광역시 수성구 달구벌대로 3091,,35.8434756,128.6951977,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
중동 행정복지센터,대구광역시,수성구,27290,대구광역시 수성구 수성로50길 38,,35.8473837,128.6150909,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
두산평생학습센터,대구광역시,수성구,27290,대구광역시 수성구 들안로16길 78,,35.8392417,128.6181617,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
무학숲도서관,대구광역시,수성구,27290,대구광역시 수성구 청수로40길 73-10,,35.83526112,128.6305615,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2019-04-15,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
범어3동행정복지센터,대구광역시,수성구,27290,대구광역시 수성구 상록로 42,,35.8632596,128.6241778,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2019-04-15,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
만촌1동 느지경로당,대구광역시,수성구,27290,대구광역시 수성구 화랑로40길46,,35.8765165,128.6485718,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2019-04-15,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
수성1가 삼승교회 주차장,대구광역시,수성구,27290,대구광역시 수성구 수성로 269,,35.849594,128.6125995,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2019-04-15,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
장기동주민센터,대구광역시,달서구,27290,대구광역시 달서구 장기로 277,,35.8433981,128.5299636,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
상인2동주민센터,대구광역시,달서구,27290,대구광역시 달서구 상원로 27,,35.8125611,128.5362895,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
달서구건강가정지원센터,대구광역시,달서구,27290,대구광역시 달서구 성당로 17,,35.8391647,128.5581943,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
감삼동 행정복지센터,대구광역시,달서구,27290,대구광역시 달서구 감삼북길 119-10,,35.8510218,128.5421776,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
용산1동 행정복지센터,대구광역시,달서구,27290,대구광역시 달서구 용산로 212-7,,35.8566419,128.5312386,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
