점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자,제공기관코드,제공기관명
GS25연수대동,인천광역시,연수구,23040,"인천광역시 연수구 샘말로62번길 17, 1층 (연수2동 620-9)",,37.413412,126.6806206,,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25연수경원,인천광역시,연수구,23040,"인천광역시 연수구 경원대로467번길 13, 1층 (선학동 405-13, 명빌딩)",,37.4259311023,126.697657,032-812-6261,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25미추홀타워,인천광역시,연수구,23040,"인천광역시 연수구 갯벌로 12, 에이호 (송도동 7-50, 미추홀타워지원시설디지털체험관)",,37.3825427510,126.6558417437,032-458-5599,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25청학으뜸,인천광역시,연수구,23040,"인천광역시 연수구 벚꽃로 106, 105호(청학동 496-4)",,37.4176310220,126.6772069,032-811-7800,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25연수태산,인천광역시,연수구,23040,인천광역시 연수구 먼우금로264번길 8-4 (연수동 575-1),,37.4198020749,126.6804023491,032-822-4502,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25송도메디,인천광역시,연수구,23040,"인천광역시 연수구 컨벤시아대로130번길 14, 107호 (송도동 22-19, 송도플러스메디프라자)",,37.3929549807,126.6448599,032-834-8290,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25옥련쌍용,인천광역시,연수구,23040,"인천광역시 연수구 청량로184번길 48, 1층 (옥련동 366-9)",,37.4250281,126.6544024,,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25옥련아주,인천광역시,연수구,23040,"인천광역시 연수구 청량로 217, 103,104호 (옥련동 253-1)",,37.4261026372,126.6525378214,032-831-7263,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25송도스카이,인천광역시,연수구,23040,"인천광역시 연수구 송도과학로27번길 55, B동 107호,108호 (송도동 149, 캠퍼스타운 애비뉴 상가)",,37.38923696,126.6651295,032-817-6539,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25연수,인천광역시,연수구,23040,"인천광역시 연수구 새말로46번길 4, 1층(연수1동 558-5)",,37.4214252643,126.6756100043,032-814-8943,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25연수골드,인천광역시,연수구,23040,인천광역시 연수구 함박로 80(연수1동 522-6),,37.4252053,126.6860129,032-812-4252,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25송도하모니,인천광역시,연수구,23040,"인천광역시 연수구 하모니로 124, 107호 (송도동 8-19)",,37.3856765,126.6451125,032-834-8995,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25옥련우성,인천광역시,연수구,23040,"인천광역시 연수구 독배로40번길 47, 106호(옥련1동 462-20)",,37.4246065556,126.6475664,032-834-7225,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25송도중앙,인천광역시,연수구,23040,"인천광역시 연수구 인권로 11, 1층 전부(옥련1동 540-1)",,37.4188411247,126.6515473,070-4113-6099,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
세븐일레븐선학본점,인천광역시,연수구,23040,인천광역시 연수구 학나래로 11 7번길 19,,37.4288461,126.6971393,,연수경찰서,2018,Y,2019-12-13,3520000,인천광역시 연수구
GS25(양주해오름점),경기도,양주시,41630,경기도 양주시 백석읍 고릉말로 46번길 14,,37.80108941,126.9996185,080-855-5525,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주고암점),경기도,양주시,41630,경기도 양주시 고암길 22,,37.83163072,127.0672203,031-866-7110,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주서광점),경기도,양주시,41630,경기도 양주시 백석읍 양주산성로 838-71,,37.7945201,126.9693223,031-872-2342,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주덕계한주점),경기도,양주시,41630,경기도 양주시 평화로 1435번길 41,,37.82071795,127.0454038,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주덕정주공점),경기도,양주시,41630,"경기도 양주시 고암길 306-38, 주원상가 1014호",,37.8362479,127.0691502,031-861-1122,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(장흥점),경기도,양주시,41630,경기도 양주시 장흥면 권율로 83,,37.72238349,126.9469389,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주만송해피점),경기도,양주시,41630,경기도 양주시 부흥로 2038-76,,37.80302402,127.0833503,031-821-3455,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주장흥본점),경기도,양주시,41630,경기도 양주시 장흥면 권율로 31,,37.7191492,126.9434841,031-829-8332,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(송추풍차점),경기도,양주시,41630,경기도 양주시 장흥면 호국로 475,,37.71478712,126.9689015299,031-877-1900,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주송추점),경기도,양주시,41630,경기도 양주시 장흥면 가마골로 34,,37.7212964,126.9757633,031-829-6786,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주교현리점),경기도,양주시,41630,경기도 양주시 장흥면 북한산로 782,,37.6925243,126.9657291,031-829-9965,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
골드24시 편의점,경기도,양주시,41630,경기도 양주시 칠봉산로321번길 46,,37.8601138,127.0698672,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주고읍점),경기도,양주시,41630,"경기도 양주시 고읍남로 2, 해동월드타워 106호",,37.7960007,127.0804131,031-843-8810,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주푸른점),경기도,양주시,41630,경기도 양주시 부흥로 2116,,37.80601083,127.0893175,031-821-3422,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주자이점),경기도,양주시,41630,"경기도 양주시 삼숭로 38번길 80, 2115호",,37.7960061,127.1058854,031-821-1146,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
미니스톱(양주백석점),경기도,양주시,41630,경기도 양주시 백석읍 부흥로 957,,37.809142,126.9956302,031-877-5598,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
미니스톱(양주봉양점),경기도,양주시,41630,경기도 양주시 칠봉산로 228,,37.85453059,127.0769723,031-842-9432,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주덕도리점),경기도,양주시,41630,경기도 양주시 광적면 광적로 355,,37.84553026,126.9651883,031-836-5716,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주광적중앙점),경기도,양주시,41630,경기도 양주시 광적면 가래비길 102,,37.8247584,126.9842801,031-855-4315,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
미니스톱(양주성우점),경기도,양주시,41630,경기도 양주시 부흥로 2152-11,,37.80379524,127.0929894,031-841-3369,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주제일점),경기도,양주시,41630,경기도 양주시 광적면 가래비길 78,,37.8239053,126.9847608,031-836-4319,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
베스트올(상수점),경기도,양주시,41630,경기도 양주시 남면 화합로610번길 106,,37.8697553,127.0033447,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주원당점),경기도,양주시,41630,경기도 양주시 남면 삼육사로 423-8,,37.91077126,127.0001021,031-866-0010,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
베스트올(양주백석점),경기도,양주시,41630,경기도 양주시 백석읍 부흥로 1200,,37.79240724,127.0110349,031-878-0026,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주한승점),경기도,양주시,41630,경기도 양주시 고덕로 108-59,,37.80986365,127.0530055,031-843-8883,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주덕계점),경기도,양주시,41630,경기도 양주시 평화로 1452,,37.81974762,127.0476842,031-866-6550,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(범양점),경기도,양주시,41630,경기도 양주시 평화로 1556,,37.8280286,127.0537274,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
삐삐슈퍼,경기도,양주시,41630,경기도 양주시 남면 화합로465번길 149,,37.87263078,126.980432,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(덕계미래점),경기도,양주시,41630,경기도 양주시 평화로1475번길 117,,37.82323787,127.0431426,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(덕계신우점),경기도,양주시,41630,경기도 양주시 평화로1416번길 58-15,,37.8167274,127.0491525,080-855-5525,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주회정점),경기도,양주시,41630,경기도 양주시 평화로1570번길 13,,37.82943899,127.0544233,031-857-5031,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(고읍본점),경기도,양주시,41630,"경기도 양주시 고읍남로 5-20, 솔리더스빌딩 1층",,37.79444536,127.0803318,031-848-8550,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주덕산점),경기도,양주시,41630,경기도 양주시 평화로1416번길 58-1,,37.81742241,127.0494792,031-862-5436,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(덕정사거리점),경기도,양주시,41630,경기도 양주시 평화로 1773,,37.84750865,127.0541686,031-859-8951,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(덕계평화점),경기도,양주시,41630,경기도 양주시 평화로 1408,,37.81662716,127.0465664,031-859-0236,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(덕계해피점),경기도,양주시,41630,경기도 양주시 평화로 1466번길 30,,37.82042055,127.0500646,031-858-4720,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(덕계평화점),경기도,양주시,41630,경기도 양주시 평화로 1429번길 81,,37.8213442,127.0433709,031-866-2564,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(덕계회천점),경기도,양주시,41630,경기도 양주시 평화로 1416번길 58-45,,37.81612899,127.0486201,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(덕정역점),경기도,양주시,41630,"경기도 양주시 화합로 1363, 아트시티 1층",,37.84342859,127.0625091,,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(양주대교점),경기도,양주시,41630,경기도 양주시 백석읍 부흥로 1166-3,,37.7946227,127.0074571,031-874-7720,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(백석복지점),경기도,양주시,41630,경기도 양주시 백석읍 꿈나무로 323,,37.78222919,126.9825136,031-836-5234,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주가래비점),경기도,양주시,41630,경기도 양주시 광적면 가래비길 13,,37.822027,126.9876204,031-877-8867,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
CU(양주복지리점),경기도,양주시,41630,경기도 양주시 백석읍 양주산성로 519,,37.78612259,126.9962983,031-826-3725,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
세븐일레븐(양주경민점),경기도,양주시,41630,경기도 양주시 평화로 1399번길 7,,37.81565434,127.0460183,031-868-8363,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25 만수전원,인천광역시,남동구,28200,인천광역시 남동구 인주대로887번길 71,인천광역시 남동구 만수동 423-15,37.451198,126.737984,032-466-0600,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 장수주공,인천광역시,남동구,28200,인천광역시 남동구 장수로 25,인천광역시 남동구 장수동 806-3,37.451724,126.749614,032-463-8934,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 만수1동,인천광역시,남동구,28200,인천광역시 남동구 하촌로 69,인천광역시 남동구 만수동 957-5,37.454014,126.733607,032-467-3031,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천광장,인천광역시,남동구,28200,인천광역시 남동구 미래로 45,인천광역시 남동구 구월동 1136-14,37.454247,126.704153,032-441-1925,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 구월성리,인천광역시,남동구,28200,인천광역시 남동구 선수촌공원로 96,인천광역시 남동구 구월동 1485,37.448193,126.714908,032-467-3318,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 구월스타,인천광역시,남동구,28200,인천광역시 남동구 예술로 230,인천광역시 남동구 구월동 1135-1,37.454551,126.702090,032-432-5110,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 구월아트뷰,인천광역시,남동구,28200,인천광역시 남동구 예술로192번길 32,인천광역시 남동구 구월동 1128-1,37.450654,126.702883,032-423-3992,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 간석주공,인천광역시,남동구,28200,인천광역시 남동구 용천로176번길 90,인천광역시 남동구 간석동 941,37.464645,126.719304,032-424-3239,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천인주,인천광역시,남동구,28200,인천광역시 남동구 인주대로676번길 10,인천광역시 남동구 구월동 276-1,37.448928,126.711895,032-469-3318,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 남촌풍림,인천광역시,남동구,28200,인천광역시 남동구 남촌로 87,인천광역시 남동구 남촌동 266-4,37.428871,126.714683,032-463-9797,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 도림벽산,인천광역시,남동구,28200,인천광역시 남동구 도림로 5-1,인천광역시 남동구 도림동 655-5,37.420627,126.729252,032-431-8805,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 서창그랑블,인천광역시,남동구,28200,인천광역시 남동구 독곡로48번길 6,인천광역시 남동구 서창동 542-9,37.434488,126.748749,032-466-5424,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현그린,인천광역시,남동구,28200,인천광역시 남동구 소래역남로 41,인천광역시 남동구 논현동 755-1,37.399168,126.732297,032-422-7519,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천서창,인천광역시,남동구,28200,인천광역시 남동구 장아산로 160,인천광역시 남동구 서창동 560-2,37.436674,126.749912,032-461-7365,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 소래풍림,인천광역시,남동구,28200,인천광역시 남동구 포구로 64-29,인천광역시 남동구 논현동 66-39,37.405443,126.737249,032-567-0013,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 만수효성,인천광역시,남동구,28200,인천광역시 남동구 구월말로85번길 26,인천광역시 남동구 만수동 902-5,37.456882,126.723669,032-466-3468,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천논현역,인천광역시,남동구,28200,인천광역시 남동구 논고개로 121,인천광역시 남동구 논현동 631-11,37.401931,126.723771,032-421-4226,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천논현사랑,인천광역시,남동구,28200,인천광역시 남동구 논고개로 166,인천광역시 남동구 논현동 593-6,37.405924,126.723734,032-437-0233,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현본,인천광역시,남동구,28200,인천광역시 남동구 논현로 106,인천광역시 남동구 논현동 634-1,37.401047,126.720359,032-437-7265,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현행복,인천광역시,남동구,28200,인천광역시 남동구 논현로 152,인천광역시 남동구 논현동 619-18,37.403518,126.722880,032-433-0233,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현신영,인천광역시,남동구,28200,인천광역시 남동구 소래역로 95,인천광역시 남동구 논현동 604-1,37.404372,126.730557,032-432-2391,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 남동논현,인천광역시,남동구,28200,인천광역시 남동구 앵고개로815번길 20,인천광역시 남동구 논현동 740-2,37.395268,126.724491,032-421-2520,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현송천,인천광역시,남동구,28200,인천광역시 남동구 앵고개로815번길 54,인천광역시 남동구 논현동 740-1,37.396285,126.722943,032-441-2520,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현향촌,인천광역시,남동구,28200,인천광역시 남동구 앵고개로847번길 51,인천광역시 남동구 논현동 740-2,37.398063,126.725136,032-423-9282,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 인천구월,인천광역시,남동구,28200,인천광역시 남동구 인하로 497-15,인천광역시 남동구 구월동 1467-1,37.444246,126.701670,032-424-9029,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 논현푸르내,인천광역시,남동구,28200,인천광역시 남동구 포구로 96,인천광역시 남동구 논현동 600-9,37.406597,126.734290,032-446-3669,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
GS25 구월성의,인천광역시,남동구,28200,인천광역시 남동구 구월말로27번길 65,인천광역시 남동구 구월동 1276-31,37.451483,126.720818,032-471-3477,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
수유대한점,서울특별시,강북구,11305,서울특별시 강북구 수유로 79,서울특별시 강북구 수유동 1-60,37.6363575,127.0222761,02-905-1325,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유점,서울특별시,강북구,11305,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,37.63892292,127.0231039,02-908-9303,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유인텔리안점,서울특별시,강북구,11305,서울특별시 강북구 도봉로 313,서울특별시 강북구 수유동 230-7,37.63643974,127.0234734,02-900-7838,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
미아래미안점,서울특별시,강북구,11305,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813 107동 지하 1층 3-2호,37.61569586,127.0211397,02-945-5915,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
번동제일점,서울특별시,강북구,11305,서울특별시 강북구 덕릉로40길 18,서울특별시 강북구 번동 526-13,37.63431544,127.0303588,02-986-9224,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유2호점,서울특별시,강북구,11305,서울특별시 강북구 삼양로438,서울특별시 강북구 수유동 338-6,37.64254236,127.0166696,02-995-4166,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유래미안점,서울특별시,강북구,11305,서울특별시 강북구 한천로159길 8,서울특별시 강북구 수유동 730 수유삼성아파트 가동 112호,37.64445576,127.0186551,02-903-0065,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유벽산점,서울특별시,강북구,11305,서울특별시 강북구 삼각산로 140,서울특별시 강북구 수유동 36-1,37.6409021,127.0197238,02-900-6211,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유아라점,서울특별시,강북구,11305,서울특별시 강북구 노해로 95-1,서울특별시 강북구 수유동 252-122,37.64420274,127.0228334,02-900-8063,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유으뜸점,서울특별시,강북구,11305,서울특별시 강북구 도봉로 282,서울특별시 강북구 미아동 160-11,37.6335367,127.0237327,02-989-5659,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유점,서울특별시,강북구,11305,서울특별시 강북구 덕릉로 75,서울특별시 강북구 수유동 47-4,37.63482544,127.0220395,02-999-0614,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유제일점 B,서울특별시,강북구,11305,서울특별시 강북구 도봉로76길 11,서울특별시 강북구 미아동 162-48,37.63303382,127.0243686,02-986-3235,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유테마점,서울특별시,강북구,11305,서울특별시 강북구 도봉로 388,서울특별시 강북구 번동 464-1 1층 1호,37.64135773,127.0296311,02-904-1890,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유빨래골점,서울특별시,강북구,11305,서울특별시 강북구 삼양로73길 36,서울특별시 강북구 수유동 475-3,37.6307018,127.0168589,02-945-6012,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
수유본점,서울특별시,강북구,11305,서울특별시 강북구 도봉로77길 25,서울특별시 강북구 수유동 50-1,37.6335535,127.0217384,02-986-3917,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
미아성우점,서울특별시,강북구,11305,서울특별시 강북구 삼양로24길 19,서울특별시 강북구 미아동 561-2,37.61745082,127.0219965,02-945-1096,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
미아3점,서울특별시,강북구,11305,서울특별시 강북구 솔매로 124,서울특별시 강북구 미아동 304-20,37.62603107,127.0257392,02-989-7904,강북경찰서,,Y,2020-05-25,3080000,서울특별시 강북구
GS25 방화대림점,서울특별시,강서구,11500,"서울특별시 강서구 양천로6길 57, 상가동 101호",,37.5696126,126.8079674,02-2664-2468,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 강서방화,서울특별시,강서구,11500,서울특별시 강서구 양천로14길 16,,37.5724156,126.8100158,02-2661-8986,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 공항소담,서울특별시,강서구,11500,서울특별시 강서구 방화대로6라길 26,,37.5561068,126.8185091,02-2663-8942,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
세븐일레븐 공항점,서울특별시,강서구,11500,서울특별시 강서구 방화대로6나길 1,,37.55505578,126.8168232,02-2661-3686,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 강서자이타워점,서울특별시,강서구,11500,"서울특별시 강서구 양천로 401, A동 103호",,37.56570249,126.8476433,02-2638-5100,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
CU 가양오피스점,서울특별시,강서구,11500,서울특별시 강서구 강서로74길 28,,37.567048,126.8424337,02-2659-8333,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡비전,서울특별시,강서구,11500,"서울특별시 강서구 강서로18바길 2, 101호",,37.53522676,126.8501583,02-2604-7912,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
CU 화곡보리점,서울특별시,강서구,11500,서울특별시 강서구 화곡로51길 13,,37.55043202,126.8473485,02-2698-7742,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡으뜸,서울특별시,강서구,11500,서울특별시 강서구 우장산로 125,,37.5532261,126.8499773,02-2694-2526,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡도담,서울특별시,강서구,11500,서울특별시 강서구 화곡로44가길 43,,37.549648,126.8484907,02-2603-3647,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
CU 화곡영광,서울특별시,강서구,11500,서울특별시 강서구 곰달래로53길 121,,37.5362517,126.8560215,,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡달래길,서울특별시,강서구,11500,서울특별시 강서구 곰달래로49길 112,,37.536051,126.8550716,02-2061-5882,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡가온,서울특별시,강서구,11500,서울특별시 강서구 강서로8길 200,,37.5309035,126.8593173,02-2645-1193,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
GS25 화곡행복,서울특별시,강서구,11500,서울특별시 강서구 등촌로13길 90,,37.5371592,126.859387,02-2645-0802,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
부평신일점,인천광역시,부평구,35400,인천광역시 부평구 길주남로6번길 28,,37.503470,126.7222529412,,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
CU 간석에이스점,인천광역시,남동구,28200,인천광역시 남동구 석정로565번길 11,인천광역시 남동구 간석동 609-2,37.467122,126.697835,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 남촌초교점,인천광역시,남동구,28200,인천광역시 남동구 남촌로 98,인천광역시 남동구 남촌동 295-3,37.429735,126.714115,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수사랑점,인천광역시,남동구,28200,인천광역시 남동구 구월말로103번길 25,인천광역시 남동구 만수동 903,37.458176,126.723881,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 서창2지구점,인천광역시,남동구,28200,인천광역시 남동구 서창남로 42,인천광역시 남동구 서창동 664-5,37.423493,126.750959,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 간석로즈마리점,인천광역시,남동구,28200,인천광역시 남동구 예술로370번길 47,인천광역시 남동구 간석동 238-20,37.466923,126.705925,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월아이비점,인천광역시,남동구,28200,인천광역시 남동구 구월로 268,인천광역시 남동구 구월동 1264-73,37.455612,126.720296,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월태양점,인천광역시,남동구,28200,인천광역시 남동구 구월말로3번길 44,인천광역시 남동구 구월동 1279-17,37.449435,126.721834,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월타운점,인천광역시,남동구,28200,인천광역시 남동구 인주대로591번길 64,인천광역시 남동구 구월동 1132,37.452986,126.703159,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월퍼스트점,인천광역시,남동구,28200,인천광역시 남동구 구월남로 190,인천광역시 남동구 구월동 1200-2,37.452681,126.710705,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월안다미로점,인천광역시,남동구,28200,인천광역시 남동구 인주대로503번길 8,인천광역시 남동구 구월동 1118-2,37.451032,126.692756,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월예술회관점,인천광역시,남동구,28200,인천광역시 남동구 인주대로 582,인천광역시 남동구 구월동 1126-1,37.449778,126.701589,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 구월호텔점,인천광역시,남동구,28200,인천광역시 남동구 선수촌공원로23번길 1,인천광역시 남동구 구월동 1543-2,37.440889,126.709706,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수4동점,인천광역시,남동구,28200,인천광역시 남동구 인수남로 1,인천광역시 남동구 만수동 66-9,37.453138,126.736553,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수6동점,인천광역시,남동구,28200,인천광역시 남동구 장승남로 36,인천광역시 남동구 만수동 1041,37.443157,126.736190,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수행복점,인천광역시,남동구,28200,인천광역시 남동구 하촌로 46,인천광역시 남동구 만수동 970-18,37.451886,126.732882,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수대성점,인천광역시,남동구,28200,인천광역시 남동구 서판로 30,인천광역시 남동구 만수동 844-1,37.462996,126.724677,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU 만수향촌점,인천광역시,남동구,28200,인천광역시 남동구 만수서로 55,인천광역시 남동구 만수동 1115-1,37.463561,126.733600,,남동경찰서,,Y,2020-05-06,3530000,인천광역시 남동구
CU(고읍신도점),경기도,양주시,41630,"경기도 양주시 고읍남로 191번길 87, 유진빌딩",,37.79123489,127.0795243,031-821-5127,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
GS25(자이사랑점),경기도,양주시,41630,경기도 양주시 삼숭로 38번길 91,,37.79743687,127.1071241,031-847-5895,양주경찰서,2017,Y,2020-03-26,5590000,경기도 양주시
